titulo,colacion,fecha,promedio,promedio_lineal
Ingeniero Electrónico,44,2008-08-11,,
Ingeniero Mecánico,44,2008-08-11,,
Ingeniero Electrónico,44,2008-08-01,,
Ingeniero Electrónico,44,2008-08-01,,
Ingeniero Electrónico,44,2008-08-01,,
Ingeniero Mecánico,44,2008-07-31,,
Ingeniero Industrial,44,2008-07-28,,
Ingeniero en Petróleo,44,2008-07-28,,
Ingeniero en Petróleo,44,2008-07-28,,
Ingeniero en Petróleo,44,2008-07-28,,
Ingeniero en Petróleo,44,2008-07-28,,
Ingeniero Industrial,44,2008-07-23,,
Ingeniero Mecánico,44,2008-07-23,,
Ingeniero Electrónico,44,2008-07-21,,
Ingeniero Electrónico,44,2008-07-19,,
Ingeniero Electrónico,44,2008-07-19,,
Ingeniero Electrónico,44,2008-07-19,,
Ingeniero en Informática,44,2008-07-18,,
Ingeniero en Informática,44,2008-07-18,,
Ingeniero Químico,44,2008-07-14,,
Lic.en Administración y Sistemas,44,2008-07-14,,
Ingeniero Industrial,44,2008-06-20,,
Ingeniero Industrial,44,2008-06-20,,
Ingeniero Industrial,44,2008-06-20,,
Ingeniero Químico,44,2008-06-20,,
Ingeniero Químico,44,2008-06-20,,
Ingeniero Mecánico,44,2008-05-28,,
Ingeniero Industrial,44,2008-05-21,,
Ingeniero Industrial,44,2008-05-21,,
Ingeniero Industrial,44,2008-05-21,,
Ingeniero Industrial,44,2008-05-21,,
Ingeniero Químico,44,2008-05-16,,
Ingeniero Químico,44,2008-05-05,,
Ingeniero en Petróleo,44,2008-04-29,,
Ingeniero Industrial,44,2008-04-29,,
Ingeniero Industrial,44,2008-04-29,,
Ingeniero Industrial,44,2008-04-29,,
Ingeniero Industrial,44,2008-04-29,,
Ingeniero Industrial,44,2008-04-29,,
Ingeniero Industrial,44,2008-04-25,,
Ingeniero Industrial,44,2008-04-25,,
Ingeniero Industrial,44,2008-04-25,,
Ingeniero Industrial,44,2008-04-25,,
Ingeniero Industrial,44,2008-04-25,,
Ingeniero Químico,44,2008-04-25,,
Ingeniero Químico,44,2008-04-25,,
Ingeniero en Informática,44,2008-04-15,,
Ingeniero en Informática,44,2008-04-15,,
Ingeniero en Informática,44,2008-04-15,,
Ingeniero Mecánico,44,2008-04-15,,
Lic.en Administración y Sistemas,44,2008-03-27,,
Ingeniero Industrial,44,2008-03-19,,
Ingeniero en Informática,44,2008-03-10,,
Ingeniero Químico,44,2008-03-07,,
Ingeniero Químico,44,2008-03-07,,
Ingeniero en Petróleo,44,2008-03-07,,
Ingeniero Industrial,44,2008-03-07,,
Ingeniero en Petróleo,44,2008-03-05,,
Ingeniero Mecánico,44,2008-02-27,,
Ingeniero Mecánico,44,2008-02-25,,
Ingeniero en Informática,44,2008-02-21,,
Ingeniero en Informática,44,2008-02-21,,
Ingeniero Industrial,44,2008-02-20,,
Ingeniero Industrial,44,2008-02-20,,
Ingeniero Electrónico,44,2008-02-19,,
Ingeniero Químico,44,2008-02-18,,
Ingeniero Químico,44,2008-02-18,,
Ingeniero Químico,44,2008-02-18,,
Ingeniero en Informática,44,2008-02-14,,
Ingeniero en Informática,44,2008-02-14,,
Ingeniero en Informática,44,2008-02-14,,
Lic.en Administración y Sistemas,44,2008-02-14,,
Lic.en Administración y Sistemas,44,2008-02-14,,
Lic.en Administración y Sistemas,44,2008-02-14,,
Ingeniero Electrónico,44,2008-02-13,,
Ingeniero en Informática,44,2008-02-13,,
Ingeniero en Informática,44,2008-02-13,,
Lic.en Administración y Sistemas,44,2008-02-12,,
Lic.en Administración y Sistemas,44,2008-02-12,,
Ingeniero Mecánico,44,2008-02-11,,
Ingeniero Mecánico,44,2008-02-11,,
Ingeniero Mecánico,44,2008-02-08,,
Lic.en Administración y Sistemas,44,2008-02-08,,
Ingeniero Electrónico,44,2008-02-08,,
Ingeniero Industrial,44,2007-12-28,,
Ingeniero Industrial,44,2007-12-28,,
Ingeniero Industrial,44,2007-12-28,,
Ingeniero Industrial,44,2007-12-28,,
Ingeniero Industrial,44,2007-12-28,,
Ingeniero Electrónico,44,2007-12-26,,
Ingeniero Electrónico,44,2007-12-26,,
Ingeniero Mecánico,44,2007-12-26,,
Lic.en Administración y Sistemas,44,2007-12-19,,
Lic.en Administración y Sistemas,44,2007-12-19,,
Lic.en Administración y Sistemas,44,2007-12-19,,
Lic.en Administración y Sistemas,44,2007-12-19,,
Lic.en Administración y Sistemas,44,2007-12-19,,
Lic.en Administración y Sistemas,44,2007-12-19,,
Lic.en Administración y Sistemas,44,2007-12-19,,
Lic.en Administración y Sistemas,44,2007-12-19,,
Lic.en Administración y Sistemas,44,2007-12-19,,
Ingeniero en Petróleo,44,2007-12-19,,
Ingeniero Industrial,44,2007-12-18,,
Ingeniero Industrial,44,2007-12-18,,
Ingeniero Industrial,44,2007-12-18,,
Ingeniero Industrial,44,2007-12-18,,
Ingeniero Industrial,44,2007-12-18,,
Ingeniero Industrial,44,2007-12-18,,
Ingeniero Industrial,44,2007-12-03,,
Ingeniero Industrial,44,2007-12-03,,
Ingeniero Industrial,44,2007-12-03,,
Ingeniero Industrial,44,2007-12-03,,
Ingeniero Industrial,44,2007-11-29,,
Ingeniero Electrónico,44,2007-11-22,,
Ingeniero Industrial,44,2007-11-22,,
Ingeniero Industrial,44,2007-11-22,,
Ingeniero Industrial,44,2007-10-29,,
Ingeniero Industrial,44,2007-10-29,,
Ingeniero Electrónico,44,2007-10-10,,
Ingeniero Electrónico,44,2007-10-10,,
Ingeniero Electrónico,43,2007-09-28,,
Ingeniero Industrial,44,2007-09-28,,
Ingeniero Industrial,44,2007-09-28,,
Ingeniero Electrónico,43,2007-09-11,,
Ingeniero Electrónico,43,2007-09-11,,
Ingeniero Electrónico,43,2007-09-11,,
Ingeniero Electrónico,43,2007-09-11,,
Ingeniero Mecánico,43,2007-09-11,,
Ingeniero Mecánico,43,2007-09-11,,
Ingeniero Mecánico,43,2007-09-11,,
Ingeniero Mecánico,43,2007-09-11,,
Ingeniero Mecánico,43,2007-09-11,,
Ingeniero Mecánico,43,2007-09-11,,
Ingeniero Mecánico,43,2007-09-11,,
Ingeniero Industrial,43,2007-09-06,,
Ingeniero Mecánico,43,2007-09-03,,
Ingeniero Electrónico,43,2007-09-03,,
Ingeniero Electrónico,43,2007-09-03,,
Ingeniero en Petróleo,43,2007-09-03,,
Ingeniero Mecánico,29,2007-08-31,,
Ingeniero Industrial,43,2007-08-30,,
Ingeniero Industrial,43,2007-08-30,,
Ingeniero Industrial,43,2007-08-30,,
Ingeniero Industrial,43,2007-08-30,,
Ingeniero Industrial,43,2007-08-30,,
Ingeniero Industrial,43,2007-08-30,,
Ingeniero Industrial,43,2007-08-30,,
Ingeniero Industrial,43,2007-08-30,,
Ingeniero Industrial,43,2007-08-30,,
Ingeniero Mecánico,43,2007-08-28,,
Ingeniero Industrial,43,2007-08-28,,
Ingeniero Químico,43,2007-08-28,,
Ingeniero Químico,43,2007-08-28,,
Ingeniero Químico,43,2007-08-28,,
Ingeniero Químico,43,2007-08-28,,
Ingeniero Químico,45,2007-08-28,,
Ingeniero Químico,43,2007-08-28,,
Ingeniero Químico,43,2007-08-28,,
Ingeniero en Informática,43,2007-08-24,,
Ingeniero Industrial,43,2007-08-24,,
Ingeniero Industrial,43,2007-08-24,,
Ingeniero Industrial,43,2007-08-24,,
Ingeniero Industrial,43,2007-08-24,,
Ingeniero Industrial,43,2007-08-21,,
Ingeniero Industrial,43,2007-08-21,,
Ingeniero Industrial,43,2007-08-21,,
Ingeniero Industrial,43,2007-08-21,,
Ingeniero Electrónico,43,2007-08-21,,
Ingeniero en Informática,43,2007-08-21,,
Ingeniero en Informática,43,2007-08-21,,
Ingeniero en Informática,43,2007-08-21,,
Ingeniero Electrónico,43,2007-08-15,,
Ingeniero Electrónico,43,2007-08-15,,
Ingeniero Electrónico,43,2007-08-15,,
Ingeniero Electrónico,43,2007-08-15,,
Ingeniero Industrial,43,2007-08-15,,
Ingeniero Industrial,43,2007-08-15,,
Ingeniero Industrial,43,2007-08-15,,
Ingeniero Industrial,43,2007-08-15,,
Ingeniero Industrial,43,2007-08-07,,
Ingeniero Industrial,43,2007-08-07,,
Ingeniero Electrónico,43,2007-08-07,,
Ingeniero Electrónico,43,2007-08-07,,
Ingeniero Electrónico,43,2007-08-07,,
Ingeniero Electrónico,43,2007-08-07,,
Ingeniero Electrónico,43,2007-08-07,,
Ingeniero Electrónico,43,2007-08-07,,
Ingeniero Electrónico,43,2007-08-07,,
Ingeniero Químico,43,2007-08-07,,
Ingeniero Químico,43,2007-08-07,,
Ingeniero en Petróleo,43,2007-08-07,,
Ingeniero en Petróleo,43,2007-08-07,,
Ingeniero en Petróleo,43,2007-08-07,,
Ingeniero en Petróleo,43,2007-08-07,,
Ingeniero en Petróleo,43,2007-08-07,,
Ingeniero en Informática,43,2007-08-02,,
Ingeniero Industrial,43,2007-08-02,,
Ingeniero Electrónico,43,2007-07-20,,
Ingeniero Electrónico,43,2007-07-20,,
Ingeniero Electrónico,43,2007-07-20,,
Ingeniero Electrónico,43,2007-07-20,,
Ingeniero Electrónico,43,2007-07-18,,
Ingeniero en Informática,43,2007-07-18,,
Ingeniero en Informática,43,2007-07-04,,
Ingeniero en Informática,43,2007-07-04,,
Ingeniero en Informática,43,2007-07-04,,
Ingeniero Químico,43,2007-07-04,,
Ingeniero Químico,43,2007-07-04,,
Ingeniero Electrónico,43,2007-06-26,,
Ingeniero Electrónico,43,2007-06-26,,
Ingeniero Industrial,43,2007-06-15,,
Ingeniero Industrial,43,2007-06-13,,
Ingeniero Industrial,43,2007-06-13,,
Ingeniero Industrial,43,2007-06-05,,
Ingeniero Químico,43,2007-06-05,,
Ingeniero en Informática,43,2007-06-05,,
Ingeniero Industrial,43,2007-05-29,,
Ingeniero Industrial,43,2007-05-29,,
Ingeniero Electrónico,43,2007-05-24,,
Ingeniero Electrónico,43,2007-05-24,,
Ingeniero Mecánico,43,2007-05-22,,
Ingeniero Mecánico,43,2007-05-22,,
Lic.en Administración y Sistemas,43,2007-05-07,,
Ingeniero en Informática,43,2007-05-02,,
Ingeniero en Informática,43,2007-04-19,,
Ingeniero Industrial,43,2007-04-19,,
Ingeniero Industrial,43,2007-04-13,,
Ingeniero Industrial,43,2007-04-03,,
Ingeniero Industrial,43,2007-04-03,,
Ingeniero Industrial,43,2007-04-03,,
Ingeniero Industrial,43,2007-04-03,,
Ingeniero en Informática,43,2007-03-26,,
Ingeniero en Petróleo,43,2007-03-26,,
Ingeniero en Informática,43,2007-03-14,,
Ingeniero en Informática,43,2007-03-14,,
Ingeniero Electrónico,43,2007-03-14,,
Ingeniero Industrial,43,2007-03-08,,
Ingeniero Químico,43,2007-03-08,,
Ingeniero Químico,43,2007-02-20,,
Ingeniero Industrial,43,2007-02-20,,
Ingeniero Industrial,43,2007-02-20,,
Lic.en Administración y Sistemas,43,2007-02-19,,
Ingeniero Mecánico,43,2007-02-16,,
Ingeniero en Informática,43,2007-02-16,,
Lic.en Administración y Sistemas,43,2007-02-15,,
Lic.en Administración y Sistemas,43,2007-02-15,,
Lic.en Administración y Sistemas,43,2007-02-15,,
Lic.en Administración y Sistemas,43,2007-02-15,,
Lic.en Administración y Sistemas,43,2007-02-13,,
Lic.en Administración y Sistemas,43,2007-02-13,,
Ingeniero Industrial,43,2007-02-13,,
Ingeniero en Petróleo,43,2007-02-13,,
Ingeniero en Petróleo,43,2007-02-13,,
Ingeniero Mecánico,43,2007-02-12,,
Lic.en Administración y Sistemas,43,2007-02-09,,
Lic.en Administración y Sistemas,43,2007-02-09,,
Ingeniero Industrial,43,2007-02-05,,
Ingeniero Industrial,43,2007-02-05,,
Ingeniero Industrial,43,2007-02-05,,
Ingeniero Industrial,43,2007-02-05,,
Ingeniero Industrial,43,2007-02-05,,
Ingeniero Industrial,43,2006-12-29,,
Licenciado en Oceanografía,43,2006-12-29,,
Ingeniero Industrial,43,2006-12-26,,
Ingeniero Industrial,43,2006-12-26,,
Ingeniero Industrial,43,2006-12-26,,
Ingeniero Industrial,43,2006-12-26,,
Ingeniero Industrial,43,2006-12-26,,
Ingeniero Industrial,43,2006-12-26,,
Ingeniero Industrial,43,2006-12-22,,
Lic.en Administración y Sistemas,43,2006-12-21,,
Lic.en Administración y Sistemas,43,2006-12-21,,
Lic.en Administración y Sistemas,43,2006-12-21,,
Lic.en Administración y Sistemas,43,2006-12-21,,
Lic.en Administración y Sistemas,43,2006-12-21,,
Ingeniero Industrial,43,2006-12-16,,
Ingeniero Industrial,43,2006-12-16,,
Ingeniero Electrónico,43,2006-12-14,,
Ingeniero en Informática,43,2006-12-07,,
Ingeniero Industrial,43,2006-11-28,,
Ingeniero Industrial,43,2006-11-28,,
Ingeniero Industrial,43,2006-11-28,,
Ingeniero Industrial,43,2006-11-21,,
Ingeniero Químico,45,2006-11-21,,
Ingeniero Industrial,43,2006-10-27,,
Ingeniero Industrial,43,2006-10-27,,
Ingeniero Electrónico,43,2006-10-27,,
Ingeniero Electrónico,43,2006-10-06,,
Ingeniero Electrónico,43,2006-10-06,,
Ingeniero Industrial,43,2006-10-06,,
Ingeniero Industrial,43,2006-10-06,,
Ingeniero Industrial,42,2006-09-25,,
Ingeniero Mecánico,42,2006-09-15,,
Ingeniero Industrial,42,2006-09-15,,
Ingeniero Industrial,42,2006-09-15,,
Ingeniero Industrial,42,2006-09-06,,
Ingeniero Industrial,42,2006-09-06,,
Ingeniero Industrial,42,2006-09-05,,
Ingeniero Industrial,42,2006-09-05,,
Ingeniero Industrial,42,2006-09-05,,
Ingeniero Industrial,42,2006-09-05,,
Ingeniero Industrial,42,2006-09-05,,
Ingeniero Industrial,42,2006-09-05,,
Ingeniero Industrial,42,2006-09-05,,
Ingeniero Industrial,42,2006-09-05,,
Ingeniero en Petróleo,42,2006-09-04,,
Ingeniero en Petróleo,42,2006-09-04,,
Ingeniero en Petróleo,42,2006-09-04,,
Ingeniero en Petróleo,42,2006-09-04,,
Ingeniero Industrial,42,2006-08-31,,
Ingeniero Industrial,42,2006-08-31,,
Ingeniero Industrial,42,2006-08-31,,
Ingeniero Electrónico,42,2006-08-31,,
Ingeniero en Informática,42,2006-08-29,,
Ingeniero Mecánico,42,2006-08-18,,
Ingeniero Mecánico,42,2006-08-18,,
Ingeniero Mecánico,42,2006-08-18,,
Ingeniero Industrial,42,2006-08-18,,
Ingeniero Industrial,42,2006-08-18,,
Ingeniero Industrial,42,2006-08-18,,
Ingeniero Industrial,42,2006-08-18,,
Ingeniero Industrial,42,2006-08-18,,
Ingeniero Industrial,42,2006-08-18,,
Ingeniero Mecánico,42,2006-08-10,,
Ingeniero Mecánico,42,2006-08-10,,
Ingeniero Químico,42,2006-08-10,,
Ingeniero Químico,42,2006-08-03,,
Ingeniero Químico,42,2006-08-03,,
Ingeniero Químico,42,2006-08-03,,
Ingeniero Industrial,42,2006-08-03,,
Ingeniero Químico,42,2006-07-28,,
Ingeniero en Informática,42,2006-07-28,,
Ingeniero en Informática,42,2006-07-28,,
Ingeniero en Informática,42,2006-07-28,,
Ingeniero Industrial,42,2006-07-21,,
Ingeniero Industrial,42,2006-07-21,,
Ingeniero Industrial,42,2006-07-21,,
Ingeniero Industrial,42,2006-07-21,,
Ingeniero Industrial,42,2006-07-21,,
Ingeniero Industrial,42,2006-07-21,,
Ingeniero Industrial,42,2006-07-21,,
Ingeniero Industrial,42,2006-07-21,,
Ingeniero Mecánico,42,2006-07-21,,
Ingeniero Mecánico,42,2006-07-21,,
Ingeniero Industrial,42,2006-07-21,,
Ingeniero Electrónico,42,2006-07-21,,
Ingeniero Electrónico,42,2006-07-21,,
Ingeniero Electrónico,42,2006-07-21,,
Ingeniero Electrónico,42,2006-07-21,,
Ingeniero Industrial,42,2006-07-18,,
Ingeniero Industrial,42,2006-07-18,,
Ingeniero Industrial,42,2006-07-18,,
Ingeniero Industrial,42,2006-07-18,,
Ingeniero Mecánico,42,2006-07-11,,
Ingeniero en Informática,42,2006-07-11,,
Ingeniero en Informática,42,2006-07-11,,
Ingeniero en Informática,42,2006-07-11,,
Ingeniero en Informática,42,2006-07-11,,
Ingeniero Químico,42,2006-07-11,,
Ingeniero Químico,42,2006-07-11,,
Ingeniero Químico,42,2006-07-11,,
Ingeniero Mecánico,42,2006-06-21,,
Ingeniero Mecánico,42,2006-06-21,,
Ingeniero Electrónico,42,2006-06-21,,
Ingeniero Electrónico,42,2006-06-21,,
Ingeniero Industrial,42,2006-06-21,,
Ingeniero Electrónico,42,2006-06-08,,
Ingeniero Electrónico,42,2006-06-08,,
Ingeniero Electrónico,42,2006-06-08,,
Ingeniero Mecánico,42,2006-06-08,,
Ingeniero Electrónico,42,2006-06-08,,
Ingeniero Electrónico,42,2006-06-07,,
Ingeniero Mecánico,42,2006-06-07,,
Ingeniero Industrial,42,2006-05-15,,
Ingeniero Industrial,42,2006-05-15,,
Ingeniero Industrial,42,2006-05-15,,
Ingeniero Industrial,42,2006-05-15,,
Ingeniero Industrial,42,2006-05-09,,
Ingeniero Industrial,42,2006-05-05,,
Ingeniero Industrial,42,2006-05-05,,
Ingeniero Industrial,42,2006-05-05,,
Ingeniero en Informática,42,2006-05-03,,
Ingeniero en Informática,42,2006-04-21,,
Ingeniero Industrial,42,2006-04-17,,
Ingeniero Industrial,42,2006-04-04,,
Ingeniero Electrónico,42,2006-04-04,,
Ingeniero en Informática,42,2006-04-04,,
Ingeniero en Informática,42,2006-03-30,,
Ingeniero Químico,42,2006-03-30,,
Ingeniero Químico,42,2006-03-30,,
Ingeniero Industrial,42,2006-03-30,,
Ingeniero Mecánico,42,2006-03-29,,
Ingeniero Industrial,42,2006-03-10,,
Ingeniero Químico,42,2006-03-10,,
Ingeniero en Petróleo,42,2006-03-10,,
Ingeniero Mecánico,42,2006-02-24,,
Ingeniero en Informática,42,2006-02-22,,
Ingeniero Químico,42,2006-02-14,,
Ingeniero Electrónico,42,2006-02-14,,
Ingeniero Químico,42,2005-12-29,,
Ingeniero Químico,42,2005-12-28,,
Ingeniero Químico,42,2005-12-28,,
Ingeniero Químico,42,2005-12-28,,
Ingeniero Químico,42,2005-12-23,,
Ingeniero en Informática,42,2005-12-19,,
Ingeniero en Informática,42,2005-12-19,,
Ingeniero en Informática,42,2005-12-19,,
Ingeniero en Informática,42,2005-12-17,,
Ingeniero Electrónico,42,2005-12-14,,
Ingeniero Mecánico,42,2005-12-12,,
Ingeniero Mecánico,42,2005-12-07,,
Ingeniero Industrial,42,2005-11-21,,
Ingeniero Mecánico,42,2005-10-28,,
Ingeniero Mecánico,42,2005-10-28,,
Ingeniero Industrial,42,2005-10-28,,
Ingeniero en Petróleo,42,2005-10-28,,
Ingeniero Industrial,41,2005-10-05,,
Ingeniero Industrial,41,2005-09-22,,
Ingeniero Industrial,42,2005-09-20,,
Ingeniero Electrónico,41,2005-09-20,,
Ingeniero Electrónico,42,2005-09-14,,
Ingeniero Electrónico,42,2005-09-14,,
Ingeniero Electrónico,42,2005-09-14,,
Ingeniero Electrónico,42,2005-09-14,,
Ingeniero Industrial,41,2005-09-02,,
Ingeniero Industrial,41,2005-09-02,,
Ingeniero Industrial,41,2005-09-02,,
Ingeniero Industrial,41,2005-09-02,,
Ingeniero Industrial,41,2005-09-02,,
Ingeniero Industrial,41,2005-09-02,,
Ingeniero Industrial,41,2005-09-02,,
Ingeniero Industrial,41,2005-09-02,,
Ingeniero Industrial,41,2005-09-02,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Industrial,41,2005-09-01,,
Ingeniero Químico,41,2005-09-01,,
Ingeniero Químico,41,2005-09-01,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Industrial,41,2005-08-30,,
Ingeniero Químico,41,2005-08-27,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Industrial,41,2005-08-25,,
Ingeniero Químico,41,2005-08-24,,
Ingeniero en Petróleo,41,2005-08-23,,
Ingeniero Industrial,41,2005-08-23,,
Ingeniero Industrial,41,2005-08-23,,
Ingeniero Industrial,41,2005-08-23,,
Ingeniero Electrónico,41,2005-08-18,,
Ingeniero Electrónico,41,2005-08-18,,
Ingeniero en Informática,41,2005-08-18,,
Ingeniero en Petróleo,41,2005-08-16,,
Ingeniero Mecánico,41,2005-08-16,,
Ingeniero Químico,41,2005-08-11,,
Ingeniero en Petróleo,41,2005-08-09,,
Ingeniero en Petróleo,41,2005-08-09,,
Ingeniero Electrónico,41,2005-08-09,,
Ingeniero Electrónico,41,2005-08-09,,
Ingeniero Industrial,41,2005-07-29,,
Ingeniero Industrial,41,2005-07-29,,
Ingeniero Químico,41,2005-07-29,,
Ingeniero Químico,41,2005-07-29,,
Ingeniero Químico,41,2005-07-29,,
Ingeniero en Informática,41,2005-07-29,,
Ingeniero en Informática,41,2005-07-29,,
Ingeniero en Informática,41,2005-07-29,,
Ingeniero en Informática,41,2005-07-29,,
Ingeniero Industrial,41,2005-07-26,,
Ingeniero Industrial,41,2005-07-26,,
Ingeniero Industrial,41,2005-07-26,,
Ingeniero Mecánico,41,2005-07-21,,
Ingeniero Electrónico,41,2005-07-20,,
Ingeniero Electrónico,41,2005-07-20,,
Ingeniero Electrónico,41,2005-07-20,,
Ingeniero Electrónico,41,2005-07-20,,
Ingeniero Electrónico,41,2005-07-20,,
Ingeniero Mecánico,41,2005-07-18,,
Ingeniero Mecánico,41,2005-07-18,,
Ingeniero Mecánico,41,2005-07-18,,
Ingeniero Mecánico,41,2005-07-18,,
Ingeniero Industrial,41,2005-07-08,,
Ingeniero Electrónico,41,2005-07-01,,
Ingeniero Químico,41,2005-07-01,,
Ingeniero Industrial,41,2005-06-22,,
Ingeniero Industrial,41,2005-06-15,,
Ingeniero Industrial,41,2005-06-15,,
Ingeniero en Informática,41,2005-06-15,,
Ingeniero en Informática,41,2005-06-15,,
Ingeniero Mecánico,41,2005-06-09,,
Ingeniero Mecánico,41,2005-06-02,,
Ingeniero Mecánico,41,2005-06-02,,
Ingeniero Electrónico,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero Industrial,41,2005-06-02,,
Ingeniero en Informática,41,2005-05-06,,
Ingeniero Mecánico,41,2005-04-28,,
Ingeniero Mecánico,41,2005-04-22,,
Ingeniero Industrial,41,2005-04-13,,
Ingeniero en Petróleo,41,2005-04-13,,
Ingeniero Industrial,41,2005-04-07,,
Ingeniero Industrial,41,2005-04-07,,
Ingeniero Industrial,41,2005-04-07,,
Ingeniero Industrial,41,2005-04-07,,
Ingeniero Industrial,41,2005-04-07,,
Ingeniero Industrial,41,2005-04-07,,
Ingeniero Industrial,41,2005-04-07,,
Ingeniero Mecánico,41,2005-04-01,,
Ingeniero Industrial,41,2005-03-30,,
Ingeniero Industrial,41,2005-03-30,,
Ingeniero Industrial,41,2005-03-30,,
Ingeniero Industrial,41,2005-03-30,,
Ingeniero Industrial,41,2005-03-23,,
Ingeniero Mecánico,41,2005-03-23,,
Ingeniero Electrónico,41,2005-03-23,,
Ingeniero Industrial,41,2005-03-23,,
Ingeniero en Informática,41,2005-03-23,,
Ingeniero Industrial,41,2005-03-09,,
Ingeniero en Informática,41,2005-02-14,,
Ingeniero en Informática,41,2005-02-14,,
Ingeniero Industrial,41,2005-02-10,,
Ingeniero en Informática,41,2004-12-29,,
Ingeniero en Petróleo,41,2004-12-28,,
Ingeniero Industrial,41,2004-12-28,,
Ingeniero Industrial,41,2004-12-20,,
Ingeniero en Informática,41,2004-12-20,,
Ingeniero Químico,41,2004-12-16,,
Ingeniero Industrial,41,2004-12-15,,
Ingeniero Industrial,41,2004-12-14,,
Ingeniero Industrial,42,2004-12-07,,
Ingeniero Industrial,41,2004-12-07,,
Ingeniero Electrónico,41,2004-11-22,,
Ingeniero Mecánico,41,2004-11-10,,
Ingeniero Industrial,41,2004-10-25,,
Ingeniero Industrial,40,2004-09-28,,
Ingeniero Industrial,40,2004-09-28,,
Ingeniero Industrial,40,2004-09-22,,
Ingeniero Industrial,40,2004-09-22,,
Ingeniero Industrial,40,2004-09-17,,
Ingeniero Industrial,40,2004-09-17,,
Ingeniero Industrial,40,2004-09-17,,
Ingeniero Industrial,40,2004-09-17,,
Ingeniero Electrónico,40,2004-09-08,,
Ingeniero Industrial,40,2004-09-06,,
Ingeniero Industrial,40,2004-09-06,,
Ingeniero en Informática,40,2004-09-06,,
Ingeniero Electrónico,40,2004-08-31,,
Ingeniero Industrial,40,2004-08-31,,
Ingeniero Electrónico,40,2004-08-26,,
Ingeniero Electrónico,40,2004-08-26,,
Ingeniero Electrónico,40,2004-08-24,,
Ingeniero Electrónico,40,2004-08-24,,
Ingeniero Electrónico,40,2004-08-24,,
Ingeniero Electrónico,40,2004-08-24,,
Ingeniero Electrónico,40,2004-08-24,,
Ingeniero Mecánico,40,2004-08-24,,
Ingeniero Industrial,40,2004-08-24,,
Ingeniero Industrial,40,2004-08-11,,
Ingeniero Industrial,40,2004-08-11,,
Ingeniero Electrónico,40,2004-08-11,,
Ingeniero Electrónico,40,2004-08-11,,
Ingeniero Electrónico,40,2004-08-11,,
Ingeniero Electrónico,40,2004-08-11,,
Ingeniero Electrónico,40,2004-08-11,,
Ingeniero Electrónico,40,2004-08-11,,
Ingeniero Electrónico,40,2004-08-11,,
Ingeniero Industrial,40,2004-08-11,,
Ingeniero Químico,41,2004-08-11,,
Ingeniero Químico,40,2004-08-09,,
Ingeniero Químico,40,2004-08-09,,
Ingeniero Mecánico,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
Ingeniero Industrial,40,2004-08-09,,
