titulo,colacion,fecha,promedio,promedio_lineal
Ingeniero Industrial,52,2015-12-09,6.34,6.56
Ingeniero Industrial,52,2015-12-09,5.33,6.07
Ingeniero Industrial,52,2015-12-09,6.17,6.47
Ingeniero Industrial,52,2015-12-09,6.04,6.73
Ingeniero Industrial,52,2015-12-04,6.22,6.33
Ingeniero Industrial,52,2015-12-04,7.16,7.35
Ingeniero Químico,52,2015-11-16,7.53,7.64
Ingeniero Industrial,52,2015-11-06,7,7.3
Ingeniero Industrial,52,2015-11-06,7.16,7.38
Ingeniero Industrial,52,2015-11-06,6.62,6.88
Ingeniero Industrial,52,2015-10-21,5.51,6.38
Ingeniero Naval,52,2015-10-09,6.01,6.21
Ingeniero Industrial,52,2015-10-08,6.61,6.83
Ingeniero Mecánico,52,2015-09-18,7.11,7.17
Ingeniero Industrial,52,2015-09-09,5.61,6.29
Ingeniero Industrial,51,2015-08-26,6.12,6.61
Lic.en Administración y Sistemas,51,2015-08-20,6.58,6.63
Ingeniero Industrial,51,2015-08-19,5.76,6.46
Ingeniero Industrial,51,2015-08-18,6.07,6.41
Ingeniero en Petróleo,51,2015-08-18,5.9,6.46
Ingeniero en Petróleo,51,2015-08-18,6.53,7.01
Ingeniero Mecánico,51,2015-08-18,6.75,6.83
Ingeniero en Petróleo,51,2015-08-18,5.43,6.1
Ingeniero en Petróleo,51,2015-08-18,6.54,6.8
Ingeniero Mecánico,51,2015-08-18,5.46,5.94
Ingeniero Mecánico,51,2015-08-18,6.58,6.67
Ingeniero Electrónico,51,2015-08-18,7.11,7.22
Ingeniero Electrónico,51,2015-08-18,5.83,6.06
Ingeniero Electrónico,51,2015-08-18,7.32,7.42
Ingeniero Electrónico,51,2015-08-18,6.13,6.44
Ingeniero Electrónico,51,2015-08-18,5.98,6.15
Ingeniero Industrial,51,2015-08-18,5.54,6.13
Ingeniero Mecánico,51,2015-08-18,5.85,6.41
Ingeniero Electrónico,51,2015-08-14,8.35,8.34
Ingeniero Electrónico,51,2015-08-14,7.18,7.41
Ingeniero Electrónico,51,2015-08-14,6.66,6.76
Ingeniero Químico,51,2015-08-14,5.77,6.17
Ingeniero Mecánico,51,2015-08-14,8.32,8.3
Ingeniero Mecánico,51,2015-08-14,5.85,6.07
Ingeniero Industrial,51,2015-08-14,6.33,6.59
Ingeniero Industrial,51,2015-08-14,5.76,6.07
Ingeniero Industrial,51,2015-08-14,6.16,6.54
Ingeniero Industrial,51,2015-08-14,6.79,6.8
Ingeniero Industrial,51,2015-08-14,5.89,6.5
Ingeniero Industrial,51,2015-08-14,6.21,6.5
Ingeniero Industrial,51,2015-08-14,6,6.56
Ingeniero Industrial,51,2015-08-14,6.29,6.74
Ingeniero Industrial,51,2015-08-14,6.78,7.06
Ingeniero Industrial,51,2015-08-14,6.98,7.3
Ingeniero Industrial,51,2015-08-13,9.35,9.34
Ingeniero Industrial,51,2015-08-13,5.35,5.93
Ingeniero Industrial,51,2015-08-13,5.82,6.22
Ingeniero Industrial,51,2015-08-13,6.14,6.73
Ingeniero Industrial,51,2015-08-13,6.73,6.97
Ingeniero en Petróleo,51,2015-08-13,6.21,6.34
Ingeniero en Petróleo,51,2015-08-13,5.59,6.13
Ingeniero Mecánico,51,2015-08-12,7.63,7.77
Ingeniero Químico,51,2015-08-12,8.99,9.04
Ingeniero Industrial,51,2015-08-12,5.41,6.07
Ingeniero Mecánico,51,2015-08-11,7.83,7.98
Ingeniero Mecánico,51,2015-08-11,6.88,7.24
Ingeniero Mecánico,51,2015-08-11,6.49,6.72
Lic.en Administración y Sistemas,51,2015-08-11,6.18,6.51
Ingeniero en Petróleo,51,2015-08-10,6.44,6.83
Ingeniero en Petróleo,51,2015-08-10,5.69,6.25
Ingeniero Químico,51,2015-08-10,6.03,6.48
Ingeniero Químico,51,2015-08-07,6.2,6.77
Ingeniero Químico,51,2015-08-07,8.63,8.65
Ingeniero Químico,51,2015-08-07,5.97,6.28
Ingeniero Químico,51,2015-08-07,6.1,6.57
Ingeniero Químico,51,2015-08-07,6.65,7
Ingeniero Industrial,51,2015-08-07,6.62,6.87
Ingeniero Industrial,51,2015-08-07,7.13,7.28
Ingeniero Industrial,51,2015-08-07,6.41,6.76
Ingeniero Industrial,51,2015-08-07,6.91,7.35
Ingeniero Industrial,51,2015-08-06,5.69,6.38
Ingeniero Industrial,51,2015-08-06,6.77,6.91
Ingeniero Industrial,51,2015-08-06,5.84,6.4
Ingeniero Industrial,51,2015-08-06,7.9,8.02
Ingeniero Industrial,51,2015-08-06,6.63,6.83
Ingeniero Industrial,51,2015-08-06,5.9,6.36
Ingeniero Industrial,51,2015-08-05,6.68,6.82
Ingeniero Mecánico,51,2015-08-05,6.22,6.92
Ingeniero Industrial,51,2015-08-05,7.24,7.41
Ingeniero Mecánico,51,2015-08-05,5.28,5.94
Ingeniero Químico,52,2015-08-04,7.96,8.09
Ingeniero Mecánico,51,2015-08-03,6.14,6.7
Ingeniero en Petróleo,51,2015-08-03,6.83,6.99
Ingeniero Industrial,51,2015-07-31,6.43,6.57
Ingeniero Industrial,51,2015-07-31,6.87,7.04
Ingeniero Industrial,51,2015-07-31,7.59,7.74
Ingeniero Industrial,51,2015-07-31,7,7.35
Ingeniero Industrial,51,2015-07-31,7.9,8.05
Ingeniero Industrial,51,2015-07-31,8.09,8.04
Ingeniero Industrial,51,2015-07-31,6.92,7.17
Ingeniero Industrial,51,2015-07-31,7.16,7.32
Ingeniero Mecánico,51,2015-07-31,6.32,6.46
Ingeniero Mecánico,51,2015-07-31,7.85,7.99
Ingeniero Mecánico,51,2015-07-31,5.2,6.06
Ingeniero Mecánico,51,2015-07-31,7.08,7.24
Ingeniero en Informática,51,2015-07-30,6.43,7.45
Ingeniero en Informática,51,2015-07-30,6.52,7.02
Ingeniero en Informática,51,2015-07-30,7.9,7.91
Ingeniero en Informática,51,2015-07-30,6.28,6.83
Ingeniero en Informática,51,2015-07-30,5.94,6.57
Ingeniero en Informática,51,2015-07-30,7.53,7.58
Ingeniero en Petróleo,51,2015-07-30,6.16,6.5
Ingeniero Industrial,51,2015-07-24,7.42,7.82
Ingeniero Industrial,51,2015-07-24,5.89,6.37
Ingeniero Industrial,51,2015-07-24,6.43,7.26
Ingeniero Industrial,51,2015-07-24,5.86,6.5
Ingeniero Mecánico,51,2015-07-24,5.31,5.89
Ingeniero Industrial,51,2015-07-23,5.37,5.82
Ingeniero Industrial,51,2015-07-23,5.75,6.35
Ingeniero en Petróleo,51,2015-07-23,8.07,8.05
Ingeniero Industrial,51,2015-07-22,7.83,7.95
Ingeniero Industrial,51,2015-07-22,7.85,7.95
Ingeniero Industrial,51,2015-07-22,7.45,7.6
Ingeniero Industrial,51,2015-07-20,5.93,6.34
Ingeniero en Petróleo,51,2015-07-20,6.11,6.56
Ingeniero en Petróleo,51,2015-07-20,6.03,6.78
Ingeniero en Petróleo,51,2015-07-17,6.17,6.53
Lic.en Administración y Sistemas,51,2015-07-17,5.74,6.19
Ingeniero Electricista,51,2015-07-17,6.62,6.99
Ingeniero Químico,51,2015-07-17,6.2,6.83
Ingeniero Químico,51,2015-07-17,6.01,6.59
Ingeniero Industrial,51,2015-07-17,6.02,6.46
Lic.en Administración y Sistemas,51,2015-07-17,9.12,9.09
Ingeniero Industrial,51,2015-07-16,5.45,6.16
Ingeniero Industrial,51,2015-07-16,5.7,6.41
Ingeniero Químico,51,2015-07-16,7.21,7.48
Ingeniero en Petróleo,51,2015-07-16,7.39,7.62
Ingeniero Químico,51,2015-07-16,5.92,6.46
Ingeniero Industrial,51,2015-07-15,5.92,6.38
Lic.en Administración y Sistemas,51,2015-07-14,7.46,7.45
Lic.en Administración y Sistemas,51,2015-07-14,7.08,7.18
Lic.en Administración y Sistemas,51,2015-07-14,5.39,5.72
Lic.en Administración y Sistemas,51,2015-07-13,6.52,6.83
Ingeniero Químico,51,2015-07-13,7.58,7.77
Ingeniero Mecánico,51,2015-07-13,7.82,7.77
Lic.en Administración y Sistemas,51,2015-07-10,6.81,6.73
Lic.en Administración y Sistemas,51,2015-07-10,8.36,8.3
Ingeniero Industrial,51,2015-07-10,7.13,7.3
Ingeniero Industrial,51,2015-07-10,6.29,6.64
Ingeniero Industrial,51,2015-07-10,5.17,5.84
Ingeniero Industrial,51,2015-07-10,5.72,6.49
Ingeniero Industrial,51,2015-07-08,6.25,6.6
Ingeniero Industrial,51,2015-07-08,6.47,6.94
Ingeniero Mecánico,51,2015-07-08,5.17,6
Ingeniero Mecánico,51,2015-07-08,5.47,5.8
Ingeniero Industrial,51,2015-07-08,6.06,6.42
Ingeniero Industrial,51,2015-07-08,6.71,6.99
Ingeniero Químico,51,2015-07-07,6.23,6.59
Ingeniero Mecánico,51,2015-07-06,6.25,6.51
Ingeniero Industrial,51,2015-07-03,5.83,6.29
Ingeniero Industrial,51,2015-07-03,5.85,6.24
Ingeniero Industrial,51,2015-06-26,6.76,6.89
Ingeniero Industrial,51,2015-06-26,7.64,7.65
Ingeniero Industrial,51,2015-06-26,7.4,7.39
Ingeniero Mecánico,51,2015-06-23,6.46,6.68
Ingeniero Químico,51,2015-06-23,6.26,6.66
Ingeniero Químico,51,2015-06-23,6.92,7.04
Ingeniero Industrial,51,2015-06-22,7.88,8.07
Ingeniero Industrial,51,2015-06-22,5.53,6.27
Ingeniero Industrial,51,2015-06-19,6.93,7.17
Ingeniero Industrial,51,2015-06-11,5.48,5.98
Ingeniero Industrial,51,2015-06-08,6.52,6.68
Ingeniero Industrial,51,2015-06-08,5.33,5.94
Ingeniero en Petróleo,51,2015-06-05,6.32,6.73
Ingeniero Electrónico,51,2015-06-03,5.32,5.83
Ingeniero Electrónico,51,2015-06-03,6.76,7.02
Ingeniero Electrónico,51,2015-06-03,7.18,7.18
Ingeniero Electrónico,51,2015-06-03,8.04,7.99
Ingeniero Electrónico,51,2015-06-03,7.35,7.48
Ingeniero Electrónico,51,2015-06-03,7.35,7.4
Ingeniero Industrial,51,2015-05-28,6.56,6.83
Ingeniero Industrial,51,2015-05-28,7.41,7.62
Ingeniero Industrial,51,2015-05-26,5.63,6.22
Ingeniero Industrial,51,2015-05-26,5.88,6.61
Ingeniero Industrial,51,2015-05-22,6.18,6.79
Ingeniero Industrial,51,2015-05-22,6.47,6.86
Ingeniero Industrial,51,2015-05-15,7.02,7.16
Ingeniero Industrial,51,2015-05-14,6.1,6.68
Ingeniero Industrial,51,2015-05-12,6.47,6.86
Ingeniero Industrial,51,2015-05-12,6.07,6.45
Ingeniero Industrial,51,2015-05-12,6.07,6.47
Ingeniero Electrónico,51,2015-05-12,6.13,6.37
Lic.en Administración y Sistemas,51,2015-05-11,5.21,5.82
Ingeniero Mecánico,51,2015-05-11,6.54,6.63
Ingeniero Mecánico,51,2015-05-11,7.55,7.59
Ingeniero Industrial,51,2015-05-06,6.83,7.08
Ingeniero Mecánico,51,2015-04-30,5.6,6.13
Ingeniero Mecánico,51,2015-04-30,5.33,5.99
Ingeniero Industrial,51,2015-04-28,6.53,6.91
Ingeniero Industrial,51,2015-04-28,6.2,6.27
Ingeniero Químico,51,2015-04-28,7.91,8.14
Ingeniero Químico,51,2015-04-28,6.95,7.23
Ingeniero Electrónico,51,2015-04-28,6.67,6.68
Ingeniero Mecánico,51,2015-04-24,5.85,6.27
Ingeniero Químico,51,2015-04-23,5.55,6.2
Ingeniero Industrial,51,2015-04-23,6.4,6.89
Lic.en Administración y Sistemas,51,2015-04-20,5.15,5.77
Ingeniero Mecánico,51,2015-04-17,6.84,7.09
Ingeniero Industrial,51,2015-04-16,6.12,6.85
Ingeniero Químico,51,2015-04-14,6.65,6.94
Ingeniero Industrial,51,2015-04-09,5.17,5.95
Ingeniero Industrial,51,2015-04-09,5.05,5.91
Ingeniero Industrial,51,2015-04-09,7.02,7.35
Ingeniero Industrial,51,2015-04-09,5.77,6.39
Ingeniero Electrónico,51,2015-04-01,5,5.8
Ingeniero Industrial,51,2015-03-30,5.4,5.8
Ingeniero Industrial,51,2015-03-27,5.94,6.49
Ingeniero en Petróleo,51,2015-03-26,4.9,5.67
Ingeniero en Informática,51,2015-03-20,6.93,7.01
Ingeniero en Informática,51,2015-03-19,6.92,7.3
Lic.en Administración y Sistemas,51,2015-03-16,6.03,6.24
Ingeniero Industrial,51,2015-03-13,5.47,6.15
Ingeniero Electricista,51,2015-03-11,6.41,6.54
Ingeniero Electricista,51,2015-03-10,7.41,7.33
Ingeniero en Petróleo,51,2015-03-05,6.05,6.45
Ingeniero Industrial,51,2015-03-05,6.55,6.74
Ingeniero Industrial,51,2015-03-04,6.72,7
Ingeniero en Petróleo,51,2015-03-04,6.5,6.61
Ingeniero en Petróleo,51,2015-03-03,7.51,7.67
Ingeniero Químico,51,2015-03-02,7.71,7.85
Lic.en Administración y Sistemas,51,2015-02-27,5.77,5.96
Ingeniero Industrial,51,2015-02-26,7.16,7.25
Ingeniero Mecánico,51,2015-02-23,8.55,8.49
Ingeniero Mecánico,51,2015-02-20,5.93,6.53
Ingeniero Industrial,51,2015-02-20,5.45,6.15
Ingeniero Químico,51,2015-02-19,6.89,7.04
Lic.en Administración y Sistemas,51,2015-02-19,5.91,6.01
Lic.en Administración y Sistemas,51,2015-02-19,6.05,6.21
Lic.en Administración y Sistemas,51,2015-02-19,6.8,6.71
Ingeniero Industrial,51,2015-02-19,5.97,6.64
Ingeniero en Informática,51,2015-02-18,7.94,8.06
Ingeniero Mecánico,51,2015-02-13,8.07,8.14
Ingeniero Mecánico,51,2015-02-13,7.61,7.72
Lic.en Administración y Sistemas,51,2015-02-13,6.31,6.51
Lic.en Administración y Sistemas,51,2015-02-13,5.87,6.42
Lic.en Administración y Sistemas,51,2015-02-13,7.23,7.31
Ingeniero Industrial,51,2015-02-13,6.43,6.92
Ingeniero Mecánico,51,2015-02-13,8.09,8.18
Lic.en Administración y Sistemas,51,2015-02-06,6.64,6.6
Lic.en Administración y Sistemas,51,2015-02-06,8.55,8.43
Lic.en Administración y Sistemas,51,2015-02-06,7.59,7.55
Ingeniero Químico,51,2015-02-06,5.92,6.44
Lic.en Administración y Sistemas,51,2015-02-05,7.35,7.37
Ingeniero Industrial,51,2015-02-04,5.4,6.11
Ingeniero en Petróleo,51,2015-02-02,6.25,6.7
Ingeniero en Informática,51,2015-01-15,6.83,7.37
Ingeniero Industrial,51,2015-01-02,5.99,6.38
Ingeniero Industrial,51,2015-01-02,6.5,6.63
Ingeniero Industrial,51,2015-01-02,5.8,6.33
Ingeniero Mecánico,51,2014-12-30,6.12,6.33
Ingeniero Industrial,51,2014-12-30,6.15,6.77
Ingeniero Industrial,51,2014-12-30,5.32,5.88
Ingeniero Químico,51,2014-12-22,8,8.16
Ingeniero Electrónico,51,2014-12-22,6.48,6.79
Ingeniero Electrónico,51,2014-12-22,8,8.04
Ingeniero Electrónico,51,2014-12-22,8.56,8.6
Lic.en Administración y Sistemas,51,2014-12-22,8.14,8.08
Lic.en Administración y Sistemas,51,2014-12-22,8.29,8.27
Ingeniero Industrial,51,2014-12-22,7.23,7.49
Ingeniero Industrial,51,2014-12-22,7.43,7.61
Ingeniero Industrial,51,2014-12-19,7.29,7.42
Ingeniero Industrial,51,2014-12-19,7.46,7.64
Ingeniero Industrial,51,2014-12-19,7.6,7.75
Ingeniero Industrial,51,2014-12-19,6.53,6.72
Ingeniero Industrial,51,2014-12-19,8.02,8.11
Ingeniero Industrial,51,2014-12-19,7.47,7.51
Ingeniero Industrial,51,2014-12-19,6.76,6.97
Ingeniero Industrial,51,2014-12-19,5.41,6.24
Ingeniero en Petróleo,51,2014-12-19,6.69,6.86
Lic.en Administración y Sistemas,51,2014-12-19,7.62,7.67
Lic.en Administración y Sistemas,51,2014-12-19,7.68,7.73
Lic.en Administración y Sistemas,51,2014-12-19,9.2,9.23
Lic.en Administración y Sistemas,51,2014-12-19,6.54,6.73
Lic.en Administración y Sistemas,51,2014-12-19,7.09,7.29
Ingeniero Industrial,51,2014-12-19,6.14,6.22
Lic.en Administración y Sistemas,51,2014-12-18,7.17,7.37
Lic.en Administración y Sistemas,51,2014-12-18,7.67,7.76
Lic.en Administración y Sistemas,51,2014-12-18,7.99,7.97
Lic.en Administración y Sistemas,51,2014-12-18,8.81,8.7
Lic.en Administración y Sistemas,51,2014-12-18,6.53,6.62
Lic.en Administración y Sistemas,51,2014-12-18,8.2,8.14
Lic.en Administración y Sistemas,51,2014-12-18,8.01,7.93
Lic.en Administración y Sistemas,51,2014-12-18,8.27,8.19
Lic.en Administración y Sistemas,51,2014-12-18,7.48,7.38
Lic.en Administración y Sistemas,51,2014-12-18,5.62,6.01
Ingeniero Industrial,51,2014-12-18,6.88,7.06
Ingeniero Industrial,51,2014-12-18,6.24,6.93
Ingeniero Industrial,51,2014-12-18,7.7,7.85
Ingeniero Industrial,51,2014-12-18,6.24,6.56
Ingeniero Industrial,51,2014-12-18,7.06,7.23
Lic.en Administración y Sistemas,51,2014-12-17,6.62,6.71
Lic.en Administración y Sistemas,51,2014-12-16,6.98,6.99
Ingeniero Electrónico,51,2014-12-12,5.86,6.15
Ingeniero Industrial,51,2014-12-12,6.05,6.77
Lic.en Administración y Sistemas,51,2014-12-10,6.8,7.03
Ingeniero Industrial,51,2014-12-09,6.01,6.44
Ingeniero Industrial,51,2014-12-01,5.76,6.45
Ingeniero Electrónico,51,2014-11-27,5.99,6.47
Ingeniero Electrónico,51,2014-11-18,4.81,5.49
Ingeniero Mecánico,51,2014-11-14,6.55,6.85
Ingeniero Mecánico,51,2014-11-14,8.19,8.28
Ingeniero Industrial,51,2014-11-12,5.47,6.07
Ingeniero Industrial,51,2014-10-31,6.79,7.19
Ingeniero Industrial,51,2014-10-31,5.16,5.8
Ingeniero Industrial,51,2014-10-24,5.7,6.18
Ingeniero Electrónico,51,2014-10-21,6.83,7.23
Ingeniero Químico,51,2014-10-17,7.03,7.22
Ingeniero Industrial,50,2014-10-15,5.69,6.33
Ingeniero Electrónico,51,2014-10-09,5.76,6.36
Ingeniero Electrónico,51,2014-10-07,5.92,6.02
Ingeniero Electrónico,51,2014-10-07,6.56,6.76
Ingeniero en Informática,51,2014-10-07,5.39,6.06
Ingeniero Industrial,50,2014-10-02,7.38,7.6
Lic.en Administración y Sistemas,50,2014-09-26,7.02,7.23
Ingeniero Químico,51,2014-09-25,6.11,6.44
Ingeniero Químico,51,2014-09-25,6.59,6.86
Ingeniero Industrial,50,2014-09-22,7.28,7.33
Ingeniero Industrial,51,2014-09-18,6.05,6.55
Ingeniero Industrial,51,2014-09-15,6.69,7.04
Ingeniero Mecánico,51,2014-09-13,5.87,6.19
Ingeniero Mecánico,51,2014-09-13,5.44,5.87
Ingeniero Industrial,51,2014-09-12,5.67,6.26
Ingeniero Industrial,51,2014-09-12,6.03,6.41
Ingeniero Industrial,51,2014-09-11,5.73,6.37
Ingeniero Industrial,50,2014-09-11,6.18,6.65
Ingeniero Electrónico,50,2014-09-04,6.24,6.55
Ingeniero Industrial,50,2014-08-29,5.92,6.31
Ingeniero Industrial,50,2014-08-29,6.47,6.76
Ingeniero Industrial,50,2014-08-28,5.48,5.97
Ingeniero Industrial,50,2014-08-26,7.19,7.34
Ingeniero Industrial,50,2014-08-25,6.47,7.04
Ingeniero Químico,50,2014-08-25,7.28,7.3
Ingeniero Industrial,50,2014-08-21,8.83,8.81
Ingeniero Industrial,50,2014-08-21,7.54,7.64
Ingeniero Industrial,50,2014-08-21,5.37,6.28
Ingeniero Industrial,50,2014-08-21,5.41,6.15
Ingeniero Industrial,50,2014-08-20,5.23,6.18
Ingeniero Industrial,50,2014-08-20,5.84,6.43
Ingeniero Electrónico,50,2014-08-20,5.48,5.82
Ingeniero Electrónico,50,2014-08-19,6.52,6.67
Ingeniero Electrónico,50,2014-08-19,6.8,7.01
Ingeniero Electrónico,50,2014-08-19,8.39,8.47
Ingeniero Electrónico,50,2014-08-19,6.1,6.64
Ingeniero Electrónico,50,2014-08-19,6.86,6.89
Ingeniero Electrónico,50,2014-08-19,7.31,7.33
Ingeniero Electrónico,50,2014-08-19,6.22,6.43
Ingeniero Electrónico,50,2014-08-19,8.27,8.28
Ingeniero Electrónico,50,2014-08-19,7.33,7.45
Ingeniero Electrónico,50,2014-08-19,6.09,6.43
Ingeniero Electrónico,50,2014-08-19,6.65,6.77
Ingeniero Electrónico,50,2014-08-19,6.44,6.65
Ingeniero Industrial,50,2014-08-19,6.33,6.45
Ingeniero en Petróleo,50,2014-08-16,5.26,5.92
Ingeniero Mecánico,50,2014-08-15,6.97,7.12
Ingeniero Mecánico,50,2014-08-15,6.55,6.81
Ingeniero Industrial,50,2014-08-15,5.85,6.45
Ingeniero Industrial,50,2014-08-15,6.21,6.75
Ingeniero Industrial,50,2014-08-15,6.19,6.76
Ingeniero Industrial,50,2014-08-15,6.55,7.03
Ingeniero Industrial,50,2014-08-15,5.3,6.31
Ingeniero Industrial,50,2014-08-15,7.24,7.38
Ingeniero Industrial,50,2014-08-15,6.39,6.65
Ingeniero Industrial,50,2014-08-15,6.39,6.73
Ingeniero Industrial,50,2014-08-15,6.14,6.48
Ingeniero Industrial,50,2014-08-15,5.79,6.25
Ingeniero Industrial,50,2014-08-15,5.86,6.2
Ingeniero Industrial,50,2014-08-15,7.29,7.41
Ingeniero Industrial,50,2014-08-14,6.6,6.79
Ingeniero Industrial,50,2014-08-14,5.56,5.97
Ingeniero Industrial,50,2014-08-14,6.68,6.92
Ingeniero Industrial,50,2014-08-14,5.8,6.23
Ingeniero Industrial,50,2014-08-14,5.4,5.87
Ingeniero Industrial,50,2014-08-14,5.6,6.09
Ingeniero Industrial,50,2014-08-14,5.9,6.34
Ingeniero Industrial,50,2014-08-14,7.43,7.49
Ingeniero Industrial,50,2014-08-14,8.64,8.64
Ingeniero Industrial,50,2014-08-14,8.44,8.51
Ingeniero Industrial,50,2014-08-14,7.7,7.77
Ingeniero Industrial,50,2014-08-14,6.37,6.73
Ingeniero Mecánico,50,2014-08-14,7.27,7.32
Ingeniero Mecánico,50,2014-08-14,9.1,9.11
Ingeniero Mecánico,50,2014-08-14,7.74,7.71
Ingeniero Electrónico,50,2014-08-14,6.61,6.71
Ingeniero en Informática,50,2014-08-14,6.87,6.9
Ingeniero en Informática,50,2014-08-14,7.27,7.35
Ingeniero en Informática,50,2014-08-14,7.42,7.52
Ingeniero en Informática,50,2014-08-14,7.48,7.73
Ingeniero Electrónico,50,2014-08-14,6.73,6.91
Ingeniero en Informática,50,2014-08-14,7.13,7.2
Ingeniero en Informática,50,2014-08-13,5.87,6.65
Ingeniero Industrial,50,2014-08-13,7.29,7.43
Ingeniero Mecánico,50,2014-08-12,6.13,6.36
Ingeniero Mecánico,50,2014-08-12,7.05,7.11
Ingeniero en Petróleo,50,2014-08-12,6.27,6.72
Ingeniero Industrial,50,2014-08-12,5.44,6.28
Ingeniero Mecánico,50,2014-08-12,7.88,7.85
Lic.en Administración y Sistemas,50,2014-08-11,5.9,6.25
Ingeniero Mecánico,50,2014-08-11,5.6,6.15
Ingeniero Mecánico,50,2014-08-11,5.93,6.93
Ingeniero Mecánico,50,2014-08-11,6.97,7.13
Ingeniero Industrial,50,2014-08-08,5.95,6.41
Ingeniero Industrial,50,2014-08-08,5.07,5.84
Ingeniero Industrial,50,2014-08-08,5.3,5.99
Ingeniero Industrial,50,2014-08-08,6.19,6.76
Ingeniero Industrial,50,2014-08-08,5.82,6.34
Ingeniero Industrial,50,2014-08-08,6.64,6.82
Ingeniero Industrial,50,2014-08-08,6.69,7.13
Ingeniero Químico,50,2014-08-08,6.63,6.83
Ingeniero Químico,50,2014-08-08,5.91,6.52
Ingeniero Industrial,50,2014-08-08,8.25,8.33
Ingeniero Industrial,50,2014-08-07,7.27,7.49
Ingeniero Industrial,50,2014-08-07,5.55,6.11
Ingeniero en Informática,50,2014-08-07,6.98,7.28
Ingeniero en Informática,50,2014-08-07,7.96,8.05
Ingeniero en Informática,50,2014-08-07,7.33,7.43
Ingeniero Industrial,50,2014-08-07,6.68,6.94
Ingeniero Mecánico,50,2014-08-06,6.51,6.59
Ingeniero Industrial,50,2014-08-06,6.46,6.78
Ingeniero Mecánico,50,2014-08-05,5.93,6.5
Ingeniero Mecánico,50,2014-08-05,6.4,6.58
Ingeniero Químico,50,2014-08-05,8.55,8.71
Ingeniero Químico,50,2014-08-05,6.43,6.74
Ingeniero Químico,50,2014-08-05,9.19,9.26
Ingeniero en Informática,50,2014-08-04,6.51,6.9
Ingeniero en Informática,50,2014-08-04,5.65,6.25
Ingeniero en Informática,50,2014-08-04,6.14,6.55
Ingeniero Industrial,50,2014-07-31,6.42,6.67
Ingeniero Industrial,50,2014-07-31,6.35,6.71
Ingeniero Mecánico,50,2014-07-30,5.78,6.22
Ingeniero Industrial,50,2014-07-30,7.41,7.42
Ingeniero Químico,50,2014-07-30,7.05,7.16
Ingeniero Químico,50,2014-07-29,6.65,6.92
Ingeniero Mecánico,50,2014-07-29,5.38,6.21
Ingeniero Industrial,50,2014-07-28,7.59,7.71
Ingeniero Industrial,50,2014-07-28,6.63,6.74
Ingeniero Industrial,50,2014-07-28,5.71,6.26
Ingeniero Industrial,50,2014-07-28,7.08,7.3
Ingeniero Electrónico,50,2014-07-25,6.7,6.9
Ingeniero Electrónico,50,2014-07-25,8.34,8.39
Ingeniero Mecánico,50,2014-07-23,6.21,6.49
Ingeniero Industrial,50,2014-07-23,6.72,6.85
Ingeniero Químico,50,2014-07-21,7.49,7.61
Ingeniero Químico,50,2014-07-21,7.3,7.37
Ingeniero Químico,50,2014-07-21,7.09,7.35
Ingeniero Mecánico,50,2014-07-18,6.32,6.63
Lic.en Administración y Sistemas,50,2014-07-18,8.48,8.44
Lic.en Administración y Sistemas,50,2014-07-17,5.9,6.14
Lic.en Administración y Sistemas,50,2014-07-17,6.01,6.28
Ingeniero Industrial,50,2014-07-17,6.05,6.44
